zipcode,ID,"Population, 2016",city,population,unit,area,pop density,f_x_peak,lambda0,rho_mg1_array,radius_mg1_array,obj_mg1_array,lamb_endo_mg1_array,wait_endo_mg1_array,rho_pooling_array,radius_pooling_array,t_pooling_array,obj_pooling_array,lamb_endo_pooling_array,wait_endo_pooling_array,mode_opt_array,maximum profit,choice prob
M5E,20,9118,Toronto,"5,224",km²,0.429,21254.079254079254,1062.7039627039628,88.55866355866357,2.0,0.47058823529411764,4956.48115830709,22.50394286564065,0.6544605822177688,2.0,0.20147058823529412,0.08333333333333333,10342.614365171024,45.72879562559376,0.32837044947187255,1.0,10342.614365171024,0.5163672732629012
M5C,21,2951,Toronto,"3,149",km²,0.286,10318.18181818182,515.909090909091,42.99242424242425,2.0,0.3088235294117647,4057.249503086734,19.04878242390868,0.3019264946291249,2.0,0.20147058823529412,0.08333333333333333,4788.742072473483,22.44187792301155,0.30567528363665014,1.0,4788.742072473483,0.5219961032312818
M5B,22,12785,Toronto,"8,874",km²,0.596,21451.342281879195,1072.5671140939598,89.38059284116332,2.0,0.45588235294117646,4968.170372194748,22.565733986081874,0.7141531233939209,2.0,0.20147058823529412,0.08333333333333333,10528.450304737298,46.53705691607372,0.3111554191618674,1.0,10528.450304737298,0.5206617615389272
M4Y,23,30472,Toronto,"32,991",km²,0.973,31317.574511819115,1565.8787255909558,130.48989379924632,2.0,0.4852941176470588,5098.322703108875,23.091964598453927,1.0741157599091467,2.0,0.20147058823529412,0.08333333333333333,15561.805211573297,67.66029988739417,0.3198702170659999,1.0,15561.805211573297,0.5185098854589225
M4X,24,20822,Toronto,"18,845",km²,1.159,17965.48748921484,898.274374460742,74.8561978717285,2.0,0.4264705882352941,4860.80768316737,22.153438738528404,0.5832657025967416,2.0,0.20147058823529412,0.08333333333333333,8817.878678151057,39.393784170924036,0.2886581252323688,1.0,8817.878678151057,0.5262594853993002
M4W,25,14561,Toronto,"15,209",km²,4.513,3226.4569022822957,161.32284511411478,13.443570426176231,1.7157894736842105,0.0,1680.4023566932783,9.464733902045236,0.1316353688535425,1.6210526315789473,0.20147058823529412,0.08333333333333333,1142.3440095465023,6.900905439593069,0.34035424789052715,0.0,1680.4023566932783,0.7040342410537213
M4T,26,10463,Toronto,"9,629",km²,1.677,6239.117471675611,311.9558735837806,25.996322798648382,2.0,0.08823529411764705,3113.7374709198557,15.842472274901157,0.2899556009668967,2.0,0.18088235294117647,0.08333333333333333,2714.5429529698054,13.743823056396643,0.3405951251142029,0.0,3113.7374709198557,0.609412046373145
M4S,27,26506,Toronto,"30,411",km²,3.079,8608.63916856122,430.431958428061,35.869329869005085,2.0,0.20588235294117646,3815.73930929565,18.40819839067487,0.32897853978092,2.0,0.20147058823529412,0.08333333333333333,3966.0093544708297,19.05875632520861,0.2681382916158927,1.0,3966.0093544708297,0.531338511056974
M4P,28,20039,Toronto,"19,404",km²,2.034,9852.015732546706,492.6007866273353,41.05006555227794,2.0,0.2647058823529412,4039.108187555613,19.130225223117254,0.3411001959935273,2.0,0.20147058823529412,0.08333333333333333,4598.384202089818,21.69001627465802,0.28004528386812705,1.0,4598.384202089818,0.5283795770565926
M4N,29,15330,—,"16,122",km²,4.894,3132.4070290151203,156.62035145075603,13.05169595422967,1.6210526315789473,0.0,1629.5294119104453,9.170537565068702,0.13849082540512972,1.6210526315789473,0.20147058823529412,0.08333333333333333,1095.5736583304401,6.70989136262897,0.33723810826042366,0.0,1629.5294119104453,0.7026318723044419
M3C,30,39153,Yorkville,"39,971",km²,9.9,3954.8484848484845,197.74242424242425,16.478535353535353,2.0,0.0,2099.0903042684,11.584187712969669,0.1368044793883878,2.0,0.18088235294117647,0.08333333333333333,1520.1686267262714,8.738401599700872,0.33410501789586555,0.0,2099.0903042684,0.7029864890561626
M4G,31,19076,Toronto,"18,801",km²,6.6,2890.3030303030305,144.51515151515153,12.042929292929294,1.5263157894736843,0.0,1491.366142421821,8.46582655799644,0.1368154370857041,1.5263157894736843,0.20147058823529412,0.08333333333333333,972.7164007006504,6.116821711912201,0.36200580448059005,0.0,1491.366142421821,0.7029707102047787
M4H,32,19688,—,"16,939",km²,1.104,17833.333333333332,891.6666666666666,74.30555555555556,2.0,0.4264705882352941,4859.293708436569,22.147063339831018,0.5739607939143141,2.0,0.20147058823529412,0.08333333333333333,8771.230189530412,39.20888466697021,0.2829889990106846,1.0,8771.230189530412,0.5276709712190383
M4K,33,31583,Toronto,"31,399",km²,4.118,7669.499757163671,383.47498785818357,31.956248988181965,2.0,0.1764705882352941,3553.3067086582814,17.38972807325202,0.2931893943452425,2.0,0.20147058823529412,0.08333333333333333,3464.6190721816834,16.94346731796462,0.2726675038220841,0.0,3553.3067086582814,0.5441730060271803
M4J,34,35738,Toronto,"41,891",km²,5.3,6743.018867924528,337.15094339622647,28.09591194968554,2.0,0.10294117647058823,3322.1014933895945,16.708980994594995,0.30694848394560936,2.0,0.18088235294117647,0.08333333333333333,2990.410146362992,14.917253607571418,0.3315346739560976,0.0,3322.1014933895945,0.594712178217159
M5A,35,41078,Toronto,"40,959",km²,4.097,10026.360751769587,501.3180375884794,41.776503132373286,2.0,0.27941176470588236,4051.8698793892427,19.128997856917923,0.3300660534765166,2.0,0.20147058823529412,0.08333333333333333,4675.761397261811,22.001352272901777,0.28701704487034885,1.0,4675.761397261811,0.5266441808972895
