FSA,Departure,origin_lat,origin_long,dest_lat,dest_long,biking_dist (m),biking_time (s),walking_dist (m),walking_time (s),driving_dist (m),driving_time (s),origin_addr,dest_addr
M5S,10,43.66814851,-79.39438499,43.65756172,-79.40277744,2071,413,1888,1396,2071,357,"208 Queens Park, Toronto, ON M5S 2C6, Canada","College St at Major St, Toronto, ON M5T 1S3, Canada"
M5S,11,43.66814851,-79.39438499,43.65756172,-79.40277744,2071,413,1888,1396,2071,357,"208 Queens Park, Toronto, ON M5S 2C6, Canada","College St at Major St, Toronto, ON M5T 1S3, Canada"
M5S,0,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,1,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,2,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,3,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,4,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,5,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,6,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,7,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,8,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,9,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,10,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,11,43.67004094,-79.39963635,43.66243883,-79.38790194,2067,454,1660,1210,2427,528,"77 Lowther Ave, Toronto, ON M5R 1C9, Canada","Unnamed Road, Toronto, ON M7A 1E9, Canada"
M5S,0,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,1,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,2,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,3,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,4,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,5,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,6,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,7,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,8,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,9,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,10,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,11,43.66338435,-79.3928897,43.66046629,-79.39518463,469,78,468,339,603,146,"20 Queen's Park Cres W, Toronto, ON, Canada","26 Galbraith Rd, Toronto, ON M5S 3K1, Canada"
M5S,0,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,1,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,2,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,3,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,4,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,5,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,6,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,7,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,8,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,9,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,10,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,11,43.6621662,-79.40847384,43.66118286,-79.40496473,449,106,451,338,555,133,"5a Harbord St, Toronto, ON M5S 2R5, Canada","121 Brunswick Ave, Toronto, ON M5S 2M3, Canada"
M5S,0,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,1,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,2,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,3,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,4,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,5,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,6,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,7,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,8,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,9,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,10,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,11,43.66913248,-79.40010513,43.66099421,-79.40257993,1238,274,1183,906,1238,255,"149 St George St Suite 303, Toronto, ON M5R 2L9, Canada","91 Willcocks St, Toronto, ON M5S 1C9, Canada"
M5S,0,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,1,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,2,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,3,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,4,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,5,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,6,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,7,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,8,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,9,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,10,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,11,43.6683644,-79.40184724,43.6656036,-79.40836214,730,205,730,558,991,240,"95 Prince Arthur Ave, Toronto, ON M5R 2R3, Canada","509 Bloor St W, Toronto, ON M5S 1Y2, Canada"
M5S,0,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,1,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,2,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,3,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,4,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,5,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,6,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,7,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,8,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,9,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,10,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,11,43.66437244,-79.38519646,43.66180743,-79.39859229,1716,474,1507,1140,1967,443,"11 Wellesley St W, Toronto, ON M4Y 0G4, Canada","7 Willcocks St, Toronto, ON M5S 3G3, Canada"
M5S,0,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,1,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,2,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,3,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,4,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,5,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,6,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,7,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,8,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,9,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,10,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5S,11,43.66959957,-79.40368099,43.66736291,-79.40693829,541,116,488,364,785,213,"54 Madison Ave, Toronto, ON M5R 2S4, Canada","31 Dalton Rd, Toronto, ON M5R 2Y8, Canada"
M5T,0,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,1,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,2,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,3,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,4,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,5,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,6,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,7,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,8,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,9,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,10,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,11,43.65804179,-79.39415883,43.65449497,-79.38600346,1285,321,1090,808,1285,336,"23-67 Henry St, Toronto, ON M5T 1W9, Canada","108 Chestnut St, Toronto, ON M5G 1R3, Canada"
M5T,0,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,1,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,2,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,3,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,4,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,5,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,6,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,7,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,8,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,9,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,10,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,11,43.64540429,-79.39378779,43.65559583,-79.40491287,1848,553,1846,1473,2245,577,"393 King St W, Toronto, ON M5V 3G8, Canada","107 Oxford St, Toronto, ON M5T 1P4, Canada"
M5T,0,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,1,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,2,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,3,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,4,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,5,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,6,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,7,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,8,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,9,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,10,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,11,43.66093753,-79.39309825,43.6564506,-79.390945,739,224,713,509,1386,278,"McMurrich Building, 12 Queen's Park Cres W, Toronto, ON M5S 1S8, Canada","6 Murray St, Toronto, ON M5T 1T7, Canada"
M5T,0,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,1,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,2,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,3,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,4,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,5,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,6,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,7,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
M5T,8,43.66015962,-79.40016345,43.65605365,-79.38772514,1870,432,1614,1212,1870,432,"487 Spadina Crescent, Toronto, ON M5S 2T4, Canada","505 University Ave, Toronto, ON M5G 2P2, Canada"
