FSA,Departure,origin_lat,origin_long,dest_lat,dest_long,biking_dist (m),biking_time (s),walking_dist (m),walking_time (s),driving_dist (m),driving_time (s),origin_addr,dest_addr
M6R,0,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,1,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,2,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,3,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,4,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,5,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,6,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,7,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,8,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,9,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,10,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6R,11,43.64970168,-79.45638503,43.64699023,-79.46275368,1803,448,1731,1326,1868,303,"211 Howard Park Ave, Toronto, ON M6R 1V9, Canada","High Park Dog Off Leash Area, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada"
M6B,0,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,1,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,2,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,3,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,4,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,5,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,6,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,7,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,8,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,9,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,10,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6B,11,43.70968132,-79.44198408,43.71018112,-79.44037746,179,92,182,139,179,26,"792 Glencairn Ave, North York, ON M6B 2A3, Canada","175 Glen Park Ave, North York, ON M6B 2C8, Canada"
M6H,0,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,1,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,2,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,3,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,4,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,5,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,6,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,7,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,8,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,9,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,10,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M6H,11,43.66954535,-79.44178327,43.66274549,-79.44094037,1696,374,1367,994,1476,304,"36 Brandon Ave, Toronto, ON M6H 2C9, Canada","479 Margueretta St, Toronto, ON M6H 3S6, Canada"
M5V,0,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,1,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,2,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,3,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,4,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,5,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,6,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,7,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,8,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,9,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,10,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M5V,11,43.64217887,-79.40187415,43.63750033,-79.41661684,1597,353,1601,1194,1616,344,"40 Niagara St, Toronto, ON M5V 3X1, Canada","115 Princes' Blvd, Toronto, ON M6K 3C3, Canada"
M6G,0,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,1,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,2,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,3,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,4,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,5,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,6,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,7,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,8,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,9,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,10,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6G,11,43.65890113,-79.41983923,43.66522118,-79.42754204,1350,369,1244,968,1243,259,"340 Montrose Ave, Toronto, ON M6G 3G8, Canada","870 Via Pasquino Ln, Toronto, ON M6H 1W6, Canada"
M6C,0,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,1,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,2,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,3,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,4,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,5,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,6,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,7,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,8,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,9,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,10,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M6C,11,43.69300469,-79.42256328,43.69968445,-79.42772264,1031,209,1031,768,1031,192,"1640 Bathurst St, York, ON M5P 3J5, Canada","156 Chiltern Hill Rd, York, ON M6C 3C4, Canada"
M4R,0,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,1,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,2,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,3,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,4,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,5,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,6,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,7,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,8,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,9,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,10,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M4R,11,43.7127803,-79.41664646,43.72204489,-79.40223867,2404,496,2051,1490,2085,319,"327 Lytton Blvd, Toronto, ON M5N 1R9, Canada","2914 Yonge St, Toronto, ON M4N 2J9, Canada"
M5P,0,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,1,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,2,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,3,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,4,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,5,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,6,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,7,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,8,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,9,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,10,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5P,11,43.69371811,-79.42182866,43.69638235,-79.41849345,539,80,540,384,539,89,"122 Richview Ave, Toronto, ON M5P 3E9, Canada","22 Elderwood Dr, Toronto, ON M5P 1W5, Canada"
M5G,0,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,1,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,2,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,3,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,4,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,5,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,6,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,7,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,8,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,9,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,10,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5G,11,43.65498244,-79.37217945,43.64793394,-79.38699681,1814,537,1772,1386,1867,443,"130 Queen St E, Toronto, ON M5A 1R9, Canada","414-214 King St W, Toronto, ON M5H 3S6, Canada"
M5H,0,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,1,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,2,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,3,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,4,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,5,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,6,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,7,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,8,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,9,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,10,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5H,11,43.64467957,-79.38166492,43.65418342,-79.38457883,1583,561,1456,1181,1658,382,"97 The PATH - Skywalk, Toronto, ON M5J, Canada","11 Hagerman St, Toronto, ON M5G 1P5, Canada"
M5E,0,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,1,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,2,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,3,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,4,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,5,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,6,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,7,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
M5E,8,43.64132533,-79.3665158,43.6438393,-79.37053517,423,153,425,318,410,122,"25 Dockside Dr, Toronto, ON M5A 1B6, Canada","100 Queens Quay E, Toronto, ON M5E 0C7, Canada"
